Show_ID,Title,Type,Country,Release_Year,Rating
S1926,Dark ,Tv Show,UK,2021,TV-MA
S1927,Squid Game,Tv Show,USA,2020,R
S1928,Dark ,Movie,USA,2022,TV-14
S1929,Stranger Things,Movie,INDIA,2020,TV-MA
S1930,Ozark ,Tv Show,USA,2019,TV-MA
S1931,Dark,Movie,CANADA,2020,TV-MA
S1932,The Witcher,Tv Show,CANADA,2019,TV-14
S1933,Breaking Bad ,Movie,SPAIN,0,R
S1934,Dark ,Tv Show,CANADA,2018,TV-PG
S1935,Breaking Bad,Tv Show,UNKNOWN,0,PG
S1936,Ozark,Tv Show,USA,2019,TV-PG
S1937,Squid Game  ,Tv Show,CANADA,2018,Not Rated
S1938,The Crown ,Movie,USA,2018,TV-14
S1939,Money Heist ,Movie,INDIA,2018,TV-MA
S1940,Lucifer ,Tv Show,UK,2021,TV-14
S1941,The Witcher  ,Tv Show,USA,2020,TV-MA
S1942,Lucifer ,Movie,CANADA,2021,TV-14
S1943,The Witcher  ,Tv Show,CANADA,2021,PG
S1944,Ozark  ,Tv Show,USA,2020,Not Rated
S1945,Friends,Movie,UNKNOWN,2019,Not Rated
S1946,The Crown  ,Movie,USA,2020,R
S1947,Ozark ,Tv Show,INDIA,2022,PG
S1948,Breaking Bad ,Movie,INDIA,2020,TV-14
S1949,Money Heist  ,Tv Show,INDIA,2022,TV-PG
S1950,The Witcher  ,Tv Show,USA,2022,TV-14
S1951,Dark ,Movie,SPAIN,2018,TV-14
S1952,Lucifer ,Movie,GERMANY,2020,TV-PG
S1953,The Witcher ,Tv Show,UNKNOWN,2019,R
S1954,Lucifer,Tv Show,INDIA,0,TV-PG
S1955,Friends ,Tv Show,CANADA,2018,TV-14
S1956,The Crown,Movie,GERMANY,2022,TV-MA
S1957,Squid Game  ,Movie,CANADA,2019,Not Rated
S1958,Friends ,Tv Show,USA,2020,Not Rated
S1959,Breaking Bad ,Tv Show,GERMANY,2018,R
S1960,Money Heist  ,Movie,SPAIN,2021,R
S1961,Ozark  ,Tv Show,SPAIN,2019,PG
S1962,Squid Game  ,Movie,UK,2019,PG
S1963,Ozark  ,Tv Show,SPAIN,2020,TV-14
S1964,Dark  ,Tv Show,SPAIN,2021,TV-MA
S1965,Dark  ,Tv Show,UK,2019,PG
S1966,Narcos,Tv Show,INDIA,2022,PG
S1967,The Crown ,Movie,USA,2019,TV-14
S1968,Squid Game  ,Movie,UNKNOWN,2018,TV-MA
S1969,The Crown  ,Tv Show,INDIA,2019,R
S1970,Stranger Things,Tv Show,SPAIN,2021,TV-MA
S1971,Dark ,Movie,USA,2021,PG
S1972,Dark  ,Movie,UK,2022,TV-MA
S1973,Lucifer  ,Tv Show,USA,2022,TV-PG
S1974,Stranger Things ,Movie,UNKNOWN,2020,TV-PG
S1975,The Office,Tv Show,SPAIN,2018,PG
S1976,The Crown  ,Tv Show,USA,2019,TV-MA
S1977,Lucifer,Movie,UNKNOWN,2022,Not Rated
S1978,Dark,Tv Show,UNKNOWN,2022,R
S1979,Dark ,Tv Show,SPAIN,2021,R
S1980,Stranger Things,Tv Show,USA,2019,TV-MA
S1981,Lucifer  ,Tv Show,INDIA,2020,TV-MA
S1982,The Office  ,Tv Show,UNKNOWN,2020,TV-PG
S1983,The Crown ,Tv Show,GERMANY,0,Not Rated
S1984,Squid Game ,Movie,CANADA,0,TV-MA
S1985,Narcos,Tv Show,USA,2020,TV-MA
S1986,Breaking Bad  ,Movie,GERMANY,0,TV-PG
S1987,Money Heist  ,Movie,GERMANY,2019,R
S1988,Narcos,Movie,SPAIN,2019,PG
S1989,Friends,Movie,CANADA,2018,Not Rated
S1990,The Crown ,Tv Show,USA,2022,PG
S1991,Friends  ,Movie,USA,2019,TV-MA
S1992,Narcos,Movie,INDIA,2022,Not Rated
S1993,Stranger Things ,Movie,UNKNOWN,0,TV-MA
S1994,Breaking Bad ,Movie,UNKNOWN,0,TV-MA
S1995,The Crown,Tv Show,USA,2020,Not Rated
S1996,The Office ,Tv Show,GERMANY,2021,TV-PG
S1997,Narcos ,Movie,USA,0,TV-MA
S1998,Money Heist,Movie,INDIA,2021,PG
S1999,The Office ,Tv Show,GERMANY,2019,Not Rated
S2000,The Office ,Tv Show,UK,2021,R
S2001,The Crown,Movie,USA,2019,R
S2002,Dark,Movie,UK,2020,PG
S2003,Lucifer,Tv Show,INDIA,2022,Not Rated
S2004,Lucifer  ,Movie,SPAIN,2020,R
S2005,Breaking Bad ,Movie,INDIA,2021,TV-14
S2006,Lucifer,Tv Show,SPAIN,2018,TV-PG
S2007,Dark ,Movie,USA,0,PG
S2008,Breaking Bad,Movie,UK,2018,Not Rated
S2009,The Office  ,Movie,GERMANY,2019,TV-MA
S2010,Stranger Things  ,Movie,INDIA,2022,Not Rated
S2011,The Crown,Tv Show,USA,0,PG
S2012,Squid Game ,Tv Show,UK,0,Not Rated
S2013,The Office ,Movie,USA,2018,Not Rated
S2014,Lucifer  ,Movie,UNKNOWN,2020,TV-MA
S2015,The Witcher  ,Tv Show,USA,2021,R
S2016,Breaking Bad  ,Movie,USA,2019,Not Rated
S2017,The Crown  ,Movie,UNKNOWN,2022,TV-MA
S2018,Narcos,Movie,USA,2019,TV-MA
S2019,Stranger Things,Tv Show,USA,0,Not Rated
S2020,Money Heist  ,Movie,USA,0,PG
S2021,Breaking Bad  ,Movie,USA,2021,TV-PG
S2022,The Crown ,Tv Show,UK,2019,Not Rated
S2023,Breaking Bad ,Tv Show,INDIA,2021,TV-MA
S2024,Money Heist ,Movie,USA,2022,R
S2025,Breaking Bad  ,Tv Show,UK,0,Not Rated
S2026,Ozark ,Movie,UNKNOWN,2022,TV-14
S2027,Narcos  ,Tv Show,USA,2020,TV-MA
S2028,Stranger Things,Movie,UNKNOWN,0,TV-MA
S2029,Dark ,Movie,UNKNOWN,2018,TV-14
S2030,Friends  ,Movie,UNKNOWN,2018,TV-PG
S2031,Ozark  ,Movie,USA,2020,TV-PG
S2032,Ozark  ,Movie,USA,2022,PG
S2033,Squid Game ,Movie,UK,2018,TV-14
S2034,Squid Game,Movie,GERMANY,2021,TV-14
S2035,The Witcher ,Movie,UNKNOWN,2022,PG
S2036,Dark,Tv Show,UNKNOWN,2018,TV-14
S2037,Dark  ,Movie,USA,2020,TV-14
S2038,Money Heist  ,Movie,INDIA,2021,PG
S2039,Ozark,Tv Show,USA,2018,TV-MA
S2040,Ozark,Tv Show,CANADA,2021,TV-MA
S2041,The Witcher  ,Movie,USA,2021,TV-MA
S2042,Stranger Things  ,Movie,CANADA,0,PG
S2043,Lucifer ,Movie,CANADA,0,TV-MA
S2044,Breaking Bad,Tv Show,USA,2022,TV-PG
S2045,Dark,Movie,USA,2018,R
S2046,The Crown ,Tv Show,UNKNOWN,0,TV-MA
S2047,Ozark,Movie,GERMANY,0,TV-MA
S2048,Narcos,Movie,INDIA,2022,TV-MA
S2049,Squid Game ,Tv Show,INDIA,2018,TV-14
S2050,Lucifer  ,Movie,USA,2019,Not Rated
S2051,Squid Game,Tv Show,SPAIN,2022,TV-MA
S2052,The Office  ,Tv Show,USA,2021,R
S2053,Narcos ,Tv Show,SPAIN,2022,PG
S2054,Money Heist  ,Movie,INDIA,0,TV-PG
S2055,Lucifer ,Tv Show,UNKNOWN,2020,TV-PG
S2056,Friends  ,Movie,GERMANY,2019,TV-MA
S2057,Ozark  ,Tv Show,INDIA,2020,PG
S2058,Lucifer ,Movie,GERMANY,0,TV-MA
S2059,Ozark  ,Tv Show,INDIA,2022,R
S2060,Money Heist,Movie,CANADA,2022,TV-PG
S2061,Friends,Tv Show,UNKNOWN,2021,R
S2062,Ozark  ,Movie,INDIA,0,TV-MA
S2063,Friends,Tv Show,UNKNOWN,0,TV-14
S2064,Squid Game,Movie,SPAIN,2021,R
S2065,The Crown ,Movie,SPAIN,2020,TV-PG
S2066,The Office,Movie,USA,2019,R
S2067,Stranger Things  ,Tv Show,CANADA,2021,TV-14
S2068,Stranger Things ,Movie,USA,2021,TV-14
S2069,Squid Game,Movie,USA,2018,TV-PG
S2070,The Office ,Tv Show,GERMANY,2022,TV-PG
S2071,Squid Game  ,Tv Show,INDIA,2018,Not Rated
S2072,Narcos  ,Movie,INDIA,2020,Not Rated
S2073,Dark,Tv Show,INDIA,2018,Not Rated
S2074,Stranger Things,Tv Show,CANADA,2022,R
S2075,Lucifer  ,Tv Show,USA,2021,TV-PG
S2076,Lucifer,Movie,INDIA,0,TV-PG
S2077,The Witcher  ,Movie,UK,2020,Not Rated
S2078,Ozark,Tv Show,USA,2022,TV-MA
S2079,Breaking Bad ,Tv Show,USA,2022,TV-MA
S2080,Friends ,Tv Show,CANADA,2020,TV-MA
S2081,The Office ,Movie,CANADA,2020,PG
S2082,Narcos  ,Movie,INDIA,2018,TV-PG
S2083,Money Heist  ,Movie,USA,2020,TV-MA
S2084,Stranger Things  ,Movie,INDIA,2020,Not Rated
S2085,Money Heist,Tv Show,USA,2018,TV-14
S2086,The Witcher ,Tv Show,UK,0,R
S2087,The Witcher ,Tv Show,USA,2020,TV-PG
S2088,Money Heist,Tv Show,USA,2020,Not Rated
S2089,Friends,Movie,CANADA,0,TV-14
S2090,Stranger Things ,Tv Show,UNKNOWN,2022,TV-MA
S2091,Dark  ,Tv Show,USA,0,TV-MA
S2092,Friends,Movie,GERMANY,2020,TV-14
S2093,The Office  ,Movie,INDIA,2019,TV-PG
S2094,Squid Game,Tv Show,SPAIN,0,R
S2095,Lucifer ,Movie,INDIA,2018,TV-MA
S2096,Dark ,Tv Show,INDIA,2022,R
S2097,Stranger Things,Movie,SPAIN,2020,R
S2098,Friends,Movie,GERMANY,2019,TV-MA
S2099,Money Heist  ,Tv Show,UNKNOWN,2020,TV-MA
S2100,Friends ,Tv Show,USA,2021,TV-MA
S2101,Ozark,Movie,USA,2019,TV-14
S2102,Money Heist,Movie,GERMANY,0,TV-PG
S2103,The Crown,Tv Show,SPAIN,2020,PG
S2104,Stranger Things  ,Tv Show,INDIA,2021,TV-14
S2105,Squid Game ,Movie,USA,2021,PG
S2106,The Witcher  ,Movie,GERMANY,2020,TV-14
S2107,Lucifer ,Tv Show,CANADA,2021,PG
S2108,Breaking Bad  ,Tv Show,USA,2019,PG
S2109,The Office,Movie,USA,2020,TV-PG
S2110,Lucifer ,Movie,SPAIN,2020,TV-14
S2111,Stranger Things ,Tv Show,INDIA,2022,Not Rated
S2112,Money Heist  ,Tv Show,CANADA,2019,PG
S2113,Dark ,Movie,GERMANY,2018,R
S2114,The Witcher ,Movie,UNKNOWN,2022,TV-PG
S2115,Stranger Things ,Tv Show,SPAIN,2022,TV-MA
S2116,The Crown ,Tv Show,GERMANY,2022,R
S2117,Friends  ,Movie,UNKNOWN,2020,TV-14
S2118,Breaking Bad,Movie,GERMANY,2019,PG
S2119,Friends ,Movie,INDIA,2021,PG
S2120,Ozark ,Tv Show,INDIA,2021,R
S2121,Friends  ,Tv Show,USA,2019,TV-MA
S2122,Breaking Bad  ,Tv Show,USA,2021,TV-PG
S2123,Money Heist  ,Movie,CANADA,0,TV-MA
S2124,Ozark ,Movie,UK,0,TV-14
S2125,The Witcher,Tv Show,GERMANY,2019,Not Rated
S2126,Squid Game,Tv Show,GERMANY,2019,PG
S2127,The Crown,Tv Show,SPAIN,2020,TV-PG
S2128,The Office  ,Tv Show,GERMANY,2022,TV-PG
S2129,Narcos  ,Movie,INDIA,2020,R
S2130,Stranger Things ,Tv Show,UK,2019,R
S2131,Ozark ,Movie,UNKNOWN,2020,TV-MA
S2132,Dark,Movie,CANADA,2018,TV-14
S2133,Money Heist,Movie,UNKNOWN,2019,TV-MA
S2134,Squid Game,Tv Show,INDIA,2022,TV-14
S2135,Stranger Things,Tv Show,USA,2020,TV-PG
S2136,The Office  ,Tv Show,USA,2018,TV-14
S2137,Breaking Bad,Tv Show,INDIA,2022,TV-MA
S2138,Lucifer,Movie,USA,2018,TV-14
S2139,Narcos,Movie,UK,2020,Not Rated
S2140,Dark ,Tv Show,INDIA,2022,Not Rated
S2141,Dark  ,Tv Show,INDIA,2018,PG
S2142,The Crown  ,Tv Show,GERMANY,2021,TV-14
S2143,The Crown  ,Tv Show,UK,2018,Not Rated
S2144,Dark ,Movie,SPAIN,2022,TV-PG
S2145,Breaking Bad,Tv Show,INDIA,2018,TV-MA
S2146,The Office,Tv Show,GERMANY,2020,R
S2147,Money Heist  ,Movie,USA,2019,TV-PG
S2148,Stranger Things,Tv Show,INDIA,2022,TV-PG
S2149,Narcos ,Tv Show,CANADA,2019,TV-PG
S2150,The Witcher,Movie,UNKNOWN,2021,TV-MA
S2151,Narcos ,Tv Show,INDIA,0,TV-MA
S2152,Lucifer ,Movie,INDIA,2022,TV-PG
S2153,Friends,Movie,CANADA,0,TV-MA
S2154,Stranger Things  ,Tv Show,USA,2020,TV-MA
S2155,Friends  ,Movie,GERMANY,2021,PG
S2156,Narcos,Tv Show,UNKNOWN,2022,R
S2157,Stranger Things ,Movie,CANADA,2021,PG
S2158,Friends  ,Tv Show,GERMANY,0,R
S2159,Stranger Things ,Tv Show,SPAIN,2018,R
S2160,Narcos,Movie,USA,2021,TV-MA
S2161,Breaking Bad ,Movie,INDIA,2020,PG
S2162,Ozark,Tv Show,UNKNOWN,2020,TV-PG
S2163,Ozark ,Tv Show,CANADA,0,TV-14
S2164,Ozark ,Movie,UK,2021,TV-MA
S2165,Breaking Bad ,Tv Show,CANADA,2022,PG
S2166,Friends ,Movie,INDIA,0,TV-MA
S2167,Squid Game ,Tv Show,CANADA,2018,PG
S2168,The Crown,Tv Show,UK,2021,TV-MA
S2169,Money Heist  ,Movie,USA,2022,R
S2170,Friends,Tv Show,CANADA,2022,PG
S2171,Ozark  ,Tv Show,USA,2020,TV-MA
S2172,Squid Game  ,Movie,CANADA,2018,TV-14
S2173,Ozark  ,Movie,USA,2018,TV-14
S2174,Money Heist ,Movie,USA,2020,Not Rated
S2175,The Witcher  ,Movie,GERMANY,2020,PG
S2176,Stranger Things  ,Movie,INDIA,2019,Not Rated
S2177,The Crown  ,Tv Show,CANADA,2020,TV-14
S2178,Friends,Tv Show,UK,2021,TV-14
S2179,Dark  ,Movie,INDIA,2018,R
S2180,Ozark  ,Tv Show,UK,2018,R
S2181,Lucifer,Movie,UNKNOWN,2018,TV-MA
S2182,The Crown  ,Movie,UNKNOWN,2022,TV-PG
S2183,The Crown  ,Tv Show,UK,2018,TV-PG
S2184,Narcos  ,Tv Show,USA,2018,TV-PG
S2185,Narcos,Movie,UK,2021,TV-14
S2186,Narcos ,Movie,SPAIN,2020,R
S2187,Stranger Things ,Tv Show,USA,2022,TV-MA
S2188,Stranger Things,Tv Show,USA,2022,PG
S2189,Stranger Things ,Tv Show,GERMANY,2021,R
S2190,The Witcher,Movie,USA,2019,TV-MA
S2191,Breaking Bad ,Tv Show,CANADA,2020,TV-MA
S2192,The Office  ,Movie,USA,2018,R
S2193,Stranger Things ,Tv Show,INDIA,2021,TV-PG
S2194,Ozark,Tv Show,CANADA,2021,TV-14
S2195,The Crown  ,Tv Show,USA,0,TV-PG
S2196,Friends ,Tv Show,USA,2018,TV-MA
S2197,Squid Game ,Tv Show,UNKNOWN,2019,PG
S2198,Money Heist ,Tv Show,USA,2020,TV-MA
S2199,Breaking Bad ,Movie,USA,2019,TV-14
S2200,Dark  ,Movie,UNKNOWN,2022,R
S2201,Dark,Tv Show,USA,2018,Not Rated
S2202,Lucifer,Movie,USA,2018,TV-14
S2203,Narcos  ,Movie,INDIA,2018,Not Rated
S2204,Friends ,Movie,UNKNOWN,2021,TV-14
S2205,Money Heist  ,Tv Show,USA,2021,TV-14
S2206,The Office ,Tv Show,INDIA,2021,TV-PG
S2207,Stranger Things,Tv Show,INDIA,2019,TV-PG
S2208,Dark  ,Tv Show,UK,2019,TV-14
S2209,Narcos ,Tv Show,USA,2018,Not Rated
S2210,Ozark  ,Tv Show,USA,0,TV-14
S2211,Lucifer,Movie,INDIA,2019,TV-MA
S2212,Squid Game  ,Tv Show,SPAIN,2020,TV-PG
S2213,The Office  ,Tv Show,INDIA,0,Not Rated
S2214,Stranger Things,Tv Show,USA,2018,TV-MA
S2215,Narcos ,Movie,UK,2019,Not Rated
S2216,The Witcher ,Movie,INDIA,2018,TV-PG
S2217,Money Heist  ,Tv Show,USA,2022,Not Rated
S2218,Friends ,Tv Show,INDIA,2021,TV-MA
S2219,Stranger Things ,Tv Show,SPAIN,2018,R
S2220,Dark  ,Movie,INDIA,2020,R
S2221,Narcos  ,Tv Show,INDIA,2021,TV-14
S2222,The Office,Tv Show,USA,2019,PG
S2223,Stranger Things ,Tv Show,CANADA,2021,R
S2224,The Office ,Movie,INDIA,0,TV-MA
S2225,Dark  ,Tv Show,USA,2018,Not Rated
S2226,Money Heist ,Movie,USA,2022,TV-MA
S2227,Narcos,Movie,INDIA,2019,TV-MA
S2228,The Witcher,Tv Show,CANADA,2019,PG
S2229,The Crown ,Tv Show,UK,2018,TV-MA
S2230,The Office,Movie,UK,2020,Not Rated
S2231,Narcos,Tv Show,INDIA,0,R
S2232,Squid Game ,Tv Show,USA,2018,TV-PG
S2233,Dark  ,Movie,UK,2019,PG
S2234,Stranger Things,Tv Show,CANADA,0,TV-PG
S2235,Narcos,Movie,SPAIN,2021,R
S2236,Stranger Things  ,Movie,SPAIN,2019,TV-MA
S2237,Friends ,Movie,INDIA,2018,TV-14
S2238,The Crown  ,Tv Show,INDIA,2021,TV-MA
S2239,The Witcher,Tv Show,USA,0,TV-PG
S2240,Narcos  ,Tv Show,USA,2018,TV-MA
S2241,Stranger Things ,Movie,UNKNOWN,2018,TV-PG
S2242,The Office ,Movie,USA,2020,TV-MA
S2243,Squid Game  ,Movie,USA,2021,Not Rated
S2244,Friends  ,Tv Show,USA,0,TV-MA
S2245,Squid Game ,Tv Show,UK,2018,TV-MA
S2246,Stranger Things ,Movie,CANADA,2021,R
S2247,Narcos ,Tv Show,GERMANY,2021,R
S2248,Friends  ,Tv Show,GERMANY,2022,TV-14
S2249,The Crown ,Movie,USA,2020,R
S2250,Squid Game ,Tv Show,GERMANY,2021,PG
S2251,Narcos  ,Tv Show,SPAIN,2020,PG
S2252,Friends ,Movie,USA,2018,TV-MA
S2253,Squid Game,Tv Show,USA,2022,R
S2254,Narcos,Movie,UNKNOWN,2020,TV-PG
S2255,Breaking Bad  ,Tv Show,UK,2022,R
S2256,Lucifer ,Movie,USA,2019,TV-14
S2257,Stranger Things ,Tv Show,UK,0,Not Rated
S2258,Stranger Things  ,Movie,SPAIN,2021,TV-MA
S2259,Money Heist ,Movie,GERMANY,0,TV-14
S2260,Breaking Bad,Movie,CANADA,2021,Not Rated
S2261,The Witcher  ,Movie,UNKNOWN,2020,TV-MA
S2262,Ozark ,Movie,USA,2019,TV-MA
S2263,Friends,Tv Show,INDIA,2019,TV-MA
S2264,The Crown  ,Tv Show,INDIA,0,R
S2265,The Crown ,Movie,USA,2020,R
S2266,The Witcher  ,Tv Show,USA,2018,TV-PG
S2267,Stranger Things ,Movie,UK,2021,Not Rated
S2268,Money Heist,Movie,GERMANY,2018,TV-14
S2269,The Witcher,Movie,GERMANY,2018,TV-MA
S2270,The Crown ,Tv Show,USA,2020,PG
S2271,The Office ,Movie,USA,2021,Not Rated
S2272,Dark  ,Tv Show,USA,2022,Not Rated
S2273,The Crown,Tv Show,GERMANY,2019,TV-PG
S2274,Friends  ,Tv Show,UK,2021,PG
S2275,The Crown ,Movie,INDIA,2018,PG
S2276,Stranger Things  ,Movie,CANADA,2020,TV-PG
S2277,The Witcher,Movie,CANADA,2020,R
S2278,Stranger Things,Movie,USA,2020,TV-MA
S2279,Squid Game,Movie,USA,2021,Not Rated
S2280,The Witcher,Tv Show,INDIA,2018,TV-MA
S2281,The Witcher  ,Tv Show,GERMANY,2018,R
S2282,Squid Game ,Movie,GERMANY,2021,TV-MA
S2283,The Office,Movie,USA,2018,TV-PG
S2284,Squid Game ,Tv Show,USA,2019,TV-PG
S2285,Lucifer,Movie,USA,2020,TV-14
S2286,Friends  ,Tv Show,INDIA,2018,R
S2287,The Crown ,Tv Show,USA,2018,TV-PG
S2288,Ozark,Movie,SPAIN,2022,TV-MA
S2289,Lucifer ,Tv Show,INDIA,0,TV-PG
S2290,Narcos,Movie,GERMANY,2022,TV-14
S2291,The Crown  ,Tv Show,CANADA,2018,TV-14
S2292,Ozark  ,Tv Show,USA,0,PG
S2293,Dark,Tv Show,SPAIN,2019,TV-MA
S2294,Ozark ,Movie,INDIA,2019,Not Rated
S2295,The Office,Movie,UK,0,TV-14
S2296,Narcos  ,Tv Show,SPAIN,2018,R
S2297,The Crown,Tv Show,INDIA,2022,TV-PG
S2298,Lucifer ,Tv Show,INDIA,2019,TV-PG
S2299,Squid Game,Movie,INDIA,2018,TV-PG
S2300,The Witcher  ,Tv Show,USA,2022,TV-PG
S2301,Friends  ,Tv Show,UNKNOWN,2022,TV-14
S2302,Money Heist,Tv Show,GERMANY,2020,R
S2303,Dark ,Tv Show,GERMANY,2022,TV-MA
S2304,Stranger Things ,Movie,UK,2019,TV-PG
S2305,Squid Game ,Tv Show,USA,2020,TV-14
S2306,The Office  ,Tv Show,GERMANY,2019,TV-14
S2307,Lucifer ,Movie,GERMANY,2019,TV-MA
S2308,Money Heist,Tv Show,USA,2022,Not Rated
S2309,Squid Game  ,Movie,USA,0,R
S2310,Lucifer ,Tv Show,USA,0,TV-MA
S2311,Breaking Bad,Movie,USA,2021,R
S2312,The Office ,Movie,USA,2020,Not Rated
S2313,Dark,Tv Show,UNKNOWN,0,Not Rated
S2314,Breaking Bad  ,Tv Show,USA,0,TV-MA
S2315,Dark ,Movie,UK,2021,TV-MA
S2316,Lucifer  ,Movie,INDIA,0,TV-MA
S2317,Friends ,Movie,UK,2022,TV-PG
S2318,Friends ,Movie,CANADA,0,R
S2319,The Witcher,Movie,CANADA,0,PG
S2320,Dark,Movie,UNKNOWN,2020,TV-PG
S2321,Dark,Movie,USA,0,Not Rated
S2322,The Office  ,Movie,USA,2019,PG
S2323,Breaking Bad ,Movie,UK,2019,TV-PG
S2324,Friends ,Movie,GERMANY,2021,TV-MA
S2325,Breaking Bad ,Movie,USA,0,PG
S2326,The Witcher  ,Tv Show,GERMANY,2021,R
S2327,Ozark ,Tv Show,UK,2019,PG
S2328,Narcos,Movie,SPAIN,0,R
S2329,Narcos  ,Tv Show,UNKNOWN,2021,TV-14
S2330,The Witcher  ,Tv Show,UNKNOWN,2020,Not Rated
S2331,Squid Game,Movie,USA,2022,TV-MA
S2332,Money Heist  ,Tv Show,SPAIN,2022,TV-PG
S2333,Narcos,Tv Show,CANADA,2020,PG
S2334,Dark,Movie,USA,2018,TV-MA
S2335,The Witcher,Tv Show,CANADA,2021,TV-MA
S2336,The Office,Tv Show,INDIA,0,TV-PG
S2337,Squid Game,Movie,SPAIN,2020,TV-MA
S2338,Breaking Bad  ,Tv Show,UK,2018,TV-MA
S2339,Ozark ,Tv Show,INDIA,2019,TV-MA
S2340,Breaking Bad  ,Tv Show,INDIA,2018,TV-MA
S2341,Lucifer  ,Tv Show,INDIA,2019,Not Rated
S2342,Ozark  ,Tv Show,USA,2021,PG
S2343,Stranger Things  ,Tv Show,INDIA,0,R
S2344,The Witcher ,Tv Show,INDIA,2019,TV-PG
S2345,Ozark ,Tv Show,USA,2021,Not Rated
S2346,The Crown ,Movie,CANADA,2021,TV-PG
S2347,Narcos ,Movie,SPAIN,2018,TV-MA
S2348,The Crown,Tv Show,UK,2018,PG
S2349,Breaking Bad  ,Movie,UK,2021,TV-PG
S2350,Lucifer ,Tv Show,UNKNOWN,2022,R
S2351,Lucifer ,Tv Show,INDIA,2018,TV-PG
S2352,Stranger Things  ,Movie,USA,2018,TV-MA
S2353,Lucifer,Movie,CANADA,0,PG
S2354,Dark,Movie,USA,2022,PG
S2355,Lucifer,Tv Show,UNKNOWN,2022,R
S2356,The Crown,Tv Show,USA,2022,TV-14
S2357,Stranger Things  ,Tv Show,USA,0,PG
S2358,Narcos ,Movie,USA,2020,R
S2359,Breaking Bad ,Tv Show,GERMANY,2018,R
S2360,Narcos  ,Tv Show,SPAIN,0,R
S2361,Narcos,Movie,SPAIN,0,R
S2362,Dark  ,Movie,USA,2022,TV-14
S2363,Squid Game ,Movie,SPAIN,2020,PG
S2364,Stranger Things ,Tv Show,INDIA,2020,TV-MA
S2365,Friends,Movie,INDIA,2019,TV-PG
S2366,Lucifer ,Tv Show,CANADA,0,TV-MA
S2367,Friends  ,Tv Show,GERMANY,2020,PG
S2368,Lucifer,Tv Show,UK,2019,PG
S2369,Lucifer  ,Tv Show,SPAIN,2021,TV-MA
S2370,Lucifer ,Tv Show,UK,2020,TV-14
S2371,Money Heist  ,Movie,CANADA,2020,Not Rated
S2372,The Crown ,Movie,USA,2020,TV-PG
S2373,Money Heist,Movie,CANADA,2021,TV-PG
S2374,Narcos,Movie,SPAIN,2018,R
S2375,Dark ,Tv Show,CANADA,2020,Not Rated
S2376,The Crown  ,Movie,INDIA,2018,R
S2377,Dark  ,Tv Show,UK,2020,R
S2378,Breaking Bad,Movie,UNKNOWN,2018,TV-PG
S2379,Friends  ,Movie,UNKNOWN,2021,Not Rated
S2380,Stranger Things  ,Movie,USA,2021,PG
S2381,Dark  ,Movie,CANADA,2019,TV-14
S2382,Lucifer  ,Tv Show,UK,2022,TV-14
S2383,Money Heist ,Movie,USA,2022,TV-MA
S2384,The Office  ,Tv Show,SPAIN,2021,Not Rated
S2385,Money Heist ,Tv Show,USA,0,TV-14
S2386,Breaking Bad ,Tv Show,INDIA,2022,TV-PG
S2387,Money Heist  ,Tv Show,GERMANY,0,TV-MA
S2388,The Crown,Movie,GERMANY,0,Not Rated
S2389,Ozark  ,Movie,USA,2020,TV-MA
S2390,Squid Game  ,Movie,SPAIN,2020,R
S2391,Money Heist ,Tv Show,USA,2022,PG
S2392,Breaking Bad ,Movie,CANADA,2021,TV-MA
S2393,Money Heist ,Movie,USA,2021,R
S2394,Squid Game,Tv Show,INDIA,0,PG
S2395,Ozark,Tv Show,SPAIN,2021,TV-14
S2396,Lucifer,Movie,UNKNOWN,0,TV-MA
S2397,Friends ,Movie,INDIA,2018,TV-MA
S2398,Dark ,Tv Show,CANADA,2019,PG
S2399,The Office  ,Movie,UK,2019,Not Rated
S2400,Ozark,Tv Show,UK,2021,TV-MA
S2401,Stranger Things,Tv Show,INDIA,2018,TV-PG
S2402,Ozark ,Tv Show,UNKNOWN,2020,TV-MA
S2403,The Witcher,Tv Show,INDIA,2020,TV-PG
S2404,The Crown  ,Tv Show,USA,0,Not Rated
S2405,Dark  ,Tv Show,USA,2018,TV-MA
S2406,Stranger Things  ,Tv Show,USA,2020,Not Rated
S2407,The Witcher  ,Movie,INDIA,2021,R
S2408,The Crown  ,Tv Show,USA,2022,PG
S2409,The Witcher,Movie,INDIA,2021,TV-MA
S2410,The Office,Movie,INDIA,2020,TV-14
S2411,Lucifer ,Movie,USA,2018,R
S2412,Lucifer,Tv Show,UK,0,TV-14
S2413,Ozark ,Movie,SPAIN,2019,TV-PG
S2414,Stranger Things,Movie,SPAIN,2018,TV-14
S2415,The Crown  ,Tv Show,USA,0,TV-MA
S2416,Squid Game ,Tv Show,UNKNOWN,2018,TV-MA
S2417,Lucifer,Tv Show,UNKNOWN,2020,PG
S2418,Ozark  ,Tv Show,UNKNOWN,0,R
S2419,The Crown,Movie,USA,2020,TV-14
S2420,Dark,Tv Show,UK,2021,PG
S2421,Friends  ,Movie,USA,0,Not Rated
S2422,Dark  ,Movie,SPAIN,2019,Not Rated
S2423,Ozark  ,Movie,CANADA,2022,TV-PG
S2424,The Witcher  ,Movie,CANADA,0,Not Rated
S2425,Money Heist  ,Movie,INDIA,2019,TV-14
